Id,Gender,Customer Type,Type of Travel,Class,Age,Female,Loyal Customer,Business Travel,Eco Class,Business Class,Flight Distance,Wifi Service,Departure/Arrival,Online Booking,Gate Location,Food and Drink,Online Boarding,Seat Comfort,Inflight Entertainment,On-board Service,Leg Room,Baggage,Checkin Service,Inflight Service,Cleanliness,Departure Delay,Arrival Delay,Satisfied,Satisfaction
88669,Female,Loyal Customer,Personal Travel,Eco,45,1,1,0,1,0,271,1,4,1,4,3,4,4,5,5,1,4,5,5,3,3,0,0,dissatisfied
81738,Male,Loyal Customer,Business travel,Business,52,0,1,1,0,1,3761,1,1,1,1,4,4,4,5,5,4,5,3,5,5,0,0,1,satisfied
96570,Female,disloyal Customer,Business travel,Business,72,1,0,1,0,1,333,5,5,5,1,3,5,3,3,3,2,4,3,4,3,0,0,1,satisfied
126069,Female,disloyal Customer,Business travel,Business,25,1,0,1,0,1,631,2,1,2,4,4,2,4,4,5,2,5,5,5,4,0,9,0,dissatisfied
49652,Male,Loyal Customer,Business travel,Business,40,0,1,1,0,1,193,2,2,5,2,3,1,2,5,5,5,5,3,5,1,12,12,1,satisfied
94283,Male,Loyal Customer,Business travel,Business,32,0,1,1,0,1,2220,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,0,1,satisfied
13818,Female,Loyal Customer,Business travel,Business,24,1,1,1,0,1,2604,5,5,1,5,5,4,5,5,3,1,2,3,3,5,9,9,1,satisfied
55892,Female,Loyal Customer,Business travel,Business,41,1,1,1,0,1,733,3,4,4,4,2,3,4,3,3,3,3,1,3,2,0,13,0,dissatisfied
124480,Female,Loyal Customer,Business travel,Business,60,1,1,1,0,1,2146,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0,1,satisfied
106962,Male,Loyal Customer,Business travel,Business,51,0,1,1,0,1,2444,2,2,2,2,4,4,4,5,5,5,5,4,5,5,0,0,1,satisfied
50133,Male,Loyal Customer,Business travel,Business,35,0,1,1,0,1,308,1,1,1,2,4,4,2,5,5,5,5,3,5,4,0,0,1,satisfied
127086,Male,Loyal Customer,Business travel,Business,32,0,1,1,0,1,304,3,4,4,4,3,3,3,3,2,5,3,3,3,3,0,0,0,dissatisfied
22059,Female,Loyal Customer,Business travel,Business,53,1,1,1,0,1,1580,1,1,1,1,5,3,5,5,5,5,5,2,5,4,2,1,1,satisfied
115458,Female,Loyal Customer,Business travel,Business,48,1,1,1,0,1,358,1,1,1,1,3,5,5,3,3,3,3,5,3,4,16,10,1,satisfied
129506,Female,Loyal Customer,Business travel,Eco,38,1,1,1,1,0,346,2,5,5,5,2,2,2,2,4,2,1,5,5,2,0,0,1,satisfied
114674,Female,Loyal Customer,Business travel,Business,45,1,1,1,0,1,3567,1,1,1,2,4,4,5,4,4,4,4,4,4,3,1,0,1,satisfied
89254,Male,Loyal Customer,Business travel,Business,44,0,1,1,0,1,2262,2,2,2,2,5,4,5,3,3,4,3,4,3,4,0,0,1,satisfied
53613,Female,Loyal Customer,Business travel,Eco,48,1,1,1,1,0,1874,2,4,3,4,2,4,2,2,2,2,2,1,2,1,5,0,1,satisfied
42758,Male,Loyal Customer,Business travel,Eco,40,0,1,1,1,0,493,1,3,3,3,1,1,1,1,1,5,4,1,3,1,0,0,0,dissatisfied
41737,Female,Loyal Customer,Business travel,Business,29,1,1,1,0,1,2157,4,4,4,4,5,5,5,5,3,1,4,2,4,5,0,0,1,satisfied
96559,Female,disloyal Customer,Business travel,Business,38,1,0,1,0,1,436,2,2,2,1,3,2,3,3,4,2,5,4,5,3,0,0,0,dissatisfied
104002,Male,Loyal Customer,Business travel,Eco,40,0,1,1,1,0,963,5,4,4,4,5,5,5,5,4,1,2,3,4,5,4,0,1,satisfied
108653,Female,Loyal Customer,Business travel,Business,33,1,1,1,0,1,1747,5,5,5,5,3,5,5,5,5,5,5,5,5,5,22,37,1,satisfied
358,Female,disloyal Customer,Business travel,Business,39,1,0,1,0,1,247,2,2,2,4,5,2,5,5,4,4,4,5,4,5,42,96,0,dissatisfied
57303,Male,Loyal Customer,Personal Travel,Business,10,0,1,0,0,1,236,4,5,4,4,3,4,3,3,5,2,5,3,5,3,0,0,1,satisfied
107161,Female,Loyal Customer,Business travel,Business,57,1,1,1,0,1,1631,2,2,2,2,3,5,4,5,5,5,5,3,5,5,10,3,1,satisfied
29919,Male,Loyal Customer,Business travel,Business,38,0,1,1,0,1,3828,5,5,5,5,5,2,2,5,5,5,5,5,5,5,11,18,1,satisfied
76267,Female,disloyal Customer,Business travel,Eco,16,1,0,1,1,0,1927,1,1,1,4,5,1,4,5,1,4,4,3,3,5,55,36,0,dissatisfied
15007,Male,Loyal Customer,Personal Travel,Business,57,0,1,0,0,1,557,2,2,2,3,1,4,3,3,3,2,2,3,3,2,0,0,0,dissatisfied
21360,Male,Loyal Customer,Personal Travel,Eco,68,0,1,0,1,0,674,3,5,3,3,3,3,3,3,3,4,5,3,4,3,24,24,0,dissatisfied
122027,Female,Loyal Customer,Business travel,Business,33,1,1,1,0,1,130,2,2,4,2,4,5,5,4,4,4,4,5,4,3,0,14,1,satisfied
54945,Male,Loyal Customer,Personal Travel,Business,11,0,1,0,0,1,1303,3,4,3,2,2,3,5,2,3,2,5,4,5,2,0,0,0,dissatisfied
30091,Female,Loyal Customer,Personal Travel,Eco,61,1,1,0,1,0,503,4,3,4,3,4,4,4,1,1,4,1,1,1,4,0,0,0,dissatisfied
23129,Female,Loyal Customer,Business travel,Business,56,1,1,1,0,1,3900,4,1,4,4,2,5,1,5,5,4,5,3,5,4,103,85,1,satisfied
12875,Female,disloyal Customer,Business travel,Eco,36,1,0,1,1,0,456,2,1,2,2,1,2,1,1,4,3,1,4,1,1,1,13,0,dissatisfied
125440,Male,Loyal Customer,Business travel,Business,41,0,1,1,0,1,2917,4,4,4,4,4,4,4,4,4,5,4,3,4,5,0,0,1,satisfied
84725,Male,disloyal Customer,Business travel,Eco,24,0,0,1,1,0,547,4,1,4,2,3,4,3,3,4,4,4,5,5,3,0,0,0,dissatisfied
78863,Male,Loyal Customer,Business travel,Business,57,0,1,1,0,1,2617,2,2,2,2,2,4,4,4,4,4,4,4,4,5,0,53,1,satisfied
46569,Male,Loyal Customer,Business travel,Business,47,0,1,1,0,1,2848,3,3,3,3,5,4,3,5,5,5,5,3,5,5,54,82,1,satisfied
47503,Male,Loyal Customer,Personal Travel,Eco,47,0,1,0,1,0,590,3,1,2,3,1,2,1,1,3,1,3,2,4,1,0,0,0,dissatisfied
124593,Male,Loyal Customer,Business travel,Eco,37,0,1,1,1,0,100,3,5,5,5,3,2,3,3,2,3,4,1,4,3,7,24,0,dissatisfied
6549,Female,disloyal Customer,Business travel,Business,27,1,0,1,0,1,473,4,4,4,3,1,4,1,1,4,2,4,3,5,1,62,60,1,satisfied
20009,Female,Loyal Customer,Personal Travel,Eco,67,1,1,0,1,0,599,3,4,3,2,3,1,4,4,4,3,4,4,4,5,20,30,0,dissatisfied
90578,Male,disloyal Customer,Business travel,Business,37,0,0,1,0,1,442,4,4,4,1,1,4,1,1,3,2,5,4,4,1,70,62,1,satisfied
69769,Male,Loyal Customer,Personal Travel,Eco Plus,58,0,1,0,0,0,1085,3,2,3,4,1,3,1,1,3,3,3,4,3,1,0,0,0,dissatisfied
73689,Male,Loyal Customer,Business travel,Eco,70,0,1,1,1,0,204,3,5,5,5,3,3,3,3,2,2,3,3,4,3,0,0,0,dissatisfied
72859,Male,Loyal Customer,Business travel,Business,29,0,1,1,0,1,700,2,4,4,4,2,2,2,2,2,4,3,1,3,2,3,8,0,dissatisfied
77635,Male,Loyal Customer,Business travel,Business,50,0,1,1,0,1,2828,1,1,1,1,4,5,4,4,4,5,4,4,4,5,0,11,1,satisfied
42186,Male,Loyal Customer,Business travel,Business,36,0,1,1,0,1,817,3,3,3,3,3,3,1,5,5,5,5,4,5,3,0,0,1,satisfied
115522,Female,disloyal Customer,Business travel,Business,17,1,0,1,0,1,372,4,5,4,2,3,4,3,3,5,2,5,5,5,3,0,0,1,satisfied
123256,Female,Loyal Customer,Personal Travel,Eco,43,1,1,0,1,0,650,2,4,2,3,5,5,3,2,2,2,2,4,2,3,0,0,0,dissatisfied
23686,Male,Loyal Customer,Business travel,Eco,50,0,1,1,1,0,73,4,1,1,1,4,4,4,4,1,1,3,1,4,4,0,0,0,dissatisfied
47259,Male,Loyal Customer,Business travel,Business,36,0,1,1,0,1,184,2,2,2,2,2,5,4,5,5,5,5,5,5,5,28,0,1,satisfied
81726,Female,Loyal Customer,Personal Travel,Business,31,1,1,0,0,1,1310,4,4,4,3,5,4,5,5,5,5,4,3,5,5,0,0,1,satisfied
100763,Female,Loyal Customer,Business travel,Business,44,1,1,1,0,1,1504,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0,1,satisfied
114987,Female,Loyal Customer,Business travel,Business,35,1,1,1,0,1,325,2,1,1,1,2,3,4,2,2,2,2,3,2,1,0,0,0,dissatisfied
1117,Male,Loyal Customer,Personal Travel,Eco,29,0,1,0,1,0,229,2,5,2,3,1,2,1,1,3,3,4,5,4,1,0,0,0,dissatisfied
76123,Male,Loyal Customer,Business travel,Business,59,0,1,1,0,1,2376,1,1,1,1,5,5,5,4,4,4,4,3,4,5,7,11,1,satisfied
118813,Female,Loyal Customer,Business travel,Business,52,1,1,1,0,1,651,3,3,3,3,3,5,5,3,3,2,3,3,3,3,0,1,1,satisfied
7793,Male,Loyal Customer,Business travel,Business,60,0,1,1,0,1,3202,1,1,1,1,3,5,5,5,5,5,5,5,5,3,0,0,1,satisfied
73161,Male,Loyal Customer,Business travel,Business,31,0,1,1,0,1,1924,2,2,4,2,2,2,2,2,5,2,5,5,4,2,0,0,1,satisfied
125363,Female,Loyal Customer,Personal Travel,Eco,41,1,1,0,1,0,599,3,4,3,1,4,3,4,4,4,4,4,5,4,4,56,86,0,dissatisfied
18180,Male,Loyal Customer,Business travel,Business,51,0,1,1,0,1,224,4,4,4,4,5,4,5,4,4,4,4,3,4,4,0,0,1,satisfied
16050,Male,Loyal Customer,Business travel,Business,61,0,1,1,0,1,2273,4,4,5,4,4,3,1,4,4,4,4,1,4,5,0,0,1,satisfied
63417,Female,Loyal Customer,Personal Travel,Eco,65,1,1,0,1,0,337,2,2,2,3,1,3,3,2,2,2,2,2,2,2,6,12,0,dissatisfied
107572,Male,Loyal Customer,Personal Travel,Eco,17,0,1,0,1,0,1680,1,5,1,3,3,1,3,3,1,5,2,2,4,3,43,49,0,dissatisfied
7278,Male,Loyal Customer,Personal Travel,Eco,45,0,1,0,1,0,139,4,1,4,4,3,4,3,3,4,3,5,4,5,3,11,7,0,dissatisfied
66861,Female,Loyal Customer,Personal Travel,Eco,54,1,1,0,1,0,731,4,3,4,5,5,4,4,3,3,4,1,5,3,5,3,0,0,dissatisfied
78425,Male,Loyal Customer,Business travel,Business,52,0,1,1,0,1,3067,1,1,1,1,5,5,5,5,5,4,5,3,5,3,6,0,1,satisfied
69578,Female,Loyal Customer,Business travel,Eco,20,1,1,1,1,0,2475,5,5,3,3,5,4,5,3,2,4,5,5,5,5,0,0,1,satisfied
12037,Female,Loyal Customer,Business travel,Eco,37,1,1,1,1,0,376,5,5,5,5,5,5,5,5,1,1,4,3,2,5,0,0,1,satisfied
129678,Female,Loyal Customer,Business travel,Business,47,1,1,1,0,1,2815,3,3,3,3,2,4,4,3,3,3,3,5,3,3,0,0,1,satisfied
16704,Male,Loyal Customer,Business travel,Business,51,0,1,1,0,1,284,1,1,1,2,1,3,1,5,5,5,5,5,5,5,65,70,1,satisfied
5874,Female,Loyal Customer,Business travel,Business,41,1,1,1,0,1,67,4,4,4,4,4,4,4,4,4,4,5,5,4,4,0,1,1,satisfied
28267,Male,Loyal Customer,Business travel,Eco Plus,24,0,1,1,0,0,1542,5,4,4,4,5,5,5,5,2,1,5,2,3,5,0,0,1,satisfied
72873,Male,Loyal Customer,Personal Travel,Eco Plus,64,0,1,0,0,0,700,1,5,1,3,1,1,1,1,2,4,4,5,5,1,5,0,0,dissatisfied
2058,Female,disloyal Customer,Business travel,Eco,27,1,0,1,1,0,785,4,4,4,4,2,4,2,2,4,3,4,2,4,2,18,10,0,dissatisfied
8323,Female,Loyal Customer,Personal Travel,Eco Plus,47,1,1,0,0,0,294,4,4,4,5,3,4,5,1,1,4,1,5,1,5,7,9,0,dissatisfied
109222,Male,disloyal Customer,Business travel,Eco,16,0,0,1,1,0,612,1,3,1,3,4,1,5,4,3,5,4,2,3,4,37,37,0,dissatisfied
114829,Female,Loyal Customer,Business travel,Business,44,1,1,1,0,1,3288,1,1,1,1,2,5,5,4,4,4,4,4,4,4,18,13,1,satisfied
75313,Male,disloyal Customer,Business travel,Business,34,0,0,1,0,1,2504,3,3,3,1,3,3,3,3,2,5,5,3,3,3,0,0,0,dissatisfied
59865,Male,Loyal Customer,Business travel,Eco,36,0,1,1,1,0,1065,3,3,3,3,3,3,3,3,4,2,3,1,4,3,0,0,0,dissatisfied
29654,Female,Loyal Customer,Personal Travel,Eco,49,1,1,0,1,0,1448,2,5,2,3,2,3,4,2,2,2,2,1,2,3,8,0,0,dissatisfied
8328,Female,disloyal Customer,Business travel,Eco,13,1,0,1,1,0,661,2,1,3,5,3,3,3,3,5,2,5,4,5,3,0,0,0,dissatisfied
3941,Female,Loyal Customer,Business travel,Business,26,1,1,1,0,1,3342,1,1,1,1,2,3,2,2,3,3,5,3,4,2,0,0,1,satisfied
80147,Female,Loyal Customer,Business travel,Business,56,1,1,1,0,1,2586,3,3,3,3,4,4,4,5,4,5,4,4,3,4,0,0,1,satisfied
28890,Male,Loyal Customer,Business travel,Eco,37,0,1,1,1,0,937,4,1,1,1,4,4,4,4,1,4,1,1,2,4,15,4,1,satisfied
55480,Female,Loyal Customer,Business travel,Eco Plus,38,1,1,1,0,0,1825,2,4,4,4,2,2,2,2,4,4,3,2,4,2,0,0,0,dissatisfied
10690,Male,Loyal Customer,Business travel,Business,56,0,1,1,0,1,2016,3,2,2,2,5,2,2,3,3,3,3,1,3,4,21,32,0,dissatisfied
65485,Female,Loyal Customer,Personal Travel,Eco,63,1,1,0,1,0,1303,1,5,1,3,4,3,5,2,2,1,2,4,2,4,7,0,0,dissatisfied
75945,Female,disloyal Customer,Business travel,Business,22,1,0,1,0,1,297,5,1,5,3,2,5,2,2,4,2,5,3,5,2,0,0,1,satisfied
40790,Female,Loyal Customer,Business travel,Eco,47,1,1,1,1,0,588,3,1,1,1,3,5,3,3,3,3,3,3,3,2,0,9,1,satisfied
109408,Female,Loyal Customer,Business travel,Business,41,1,1,1,0,1,861,3,3,3,3,3,4,4,5,5,5,5,4,5,4,40,29,1,satisfied
2491,Female,Loyal Customer,Business travel,Eco,39,1,1,1,1,0,1379,2,2,2,2,2,2,2,2,4,2,4,1,4,2,39,35,0,dissatisfied
9265,Male,Loyal Customer,Business travel,Business,59,0,1,1,0,1,3124,2,2,2,2,5,4,5,5,5,5,5,3,5,5,15,0,1,satisfied
74228,Male,disloyal Customer,Business travel,Eco,19,0,0,1,1,0,1007,3,3,3,2,2,3,2,2,4,3,4,5,4,2,0,0,0,dissatisfied
55559,Female,disloyal Customer,Business travel,Eco Plus,25,1,0,1,0,0,550,3,3,3,4,1,3,1,1,4,5,3,3,4,1,39,47,0,dissatisfied
79817,Male,disloyal Customer,Business travel,Business,16,0,0,1,0,1,1089,1,3,1,1,4,1,4,4,3,4,5,3,5,4,30,1,1,satisfied
116849,Female,Loyal Customer,Business travel,Business,47,1,1,1,0,1,325,1,1,1,1,2,5,5,5,5,5,5,4,5,4,7,5,1,satisfied
73225,Female,Loyal Customer,Business travel,Business,30,1,1,1,0,1,946,1,2,2,2,1,1,1,1,2,2,3,3,3,1,43,41,0,dissatisfied
125635,Male,disloyal Customer,Business travel,Eco,39,0,0,1,1,0,899,3,4,4,3,3,4,3,3,1,2,4,2,4,3,0,0,0,dissatisfied
20637,Female,Loyal Customer,Business travel,Business,28,1,1,1,0,1,793,5,5,5,5,4,4,4,4,1,5,1,1,3,4,57,67,1,satisfied
59874,Male,Loyal Customer,Business travel,Business,58,0,1,1,0,1,2615,3,3,3,3,5,4,5,4,4,5,4,3,4,4,19,16,1,satisfied
71251,Female,Loyal Customer,Business travel,Business,52,1,1,1,0,1,733,3,3,3,3,5,5,5,4,4,4,4,4,4,5,0,0,1,satisfied
127990,Male,Loyal Customer,Personal Travel,Eco Plus,23,0,1,0,0,0,1149,2,5,2,1,3,2,2,3,4,4,4,4,5,3,0,0,0,dissatisfied
87671,Female,Loyal Customer,Business travel,Business,49,1,1,1,0,1,3670,1,3,3,3,3,3,4,1,1,1,1,1,1,4,9,0,0,dissatisfied
68042,Female,Loyal Customer,Business travel,Business,48,1,1,1,0,1,868,5,5,2,5,5,5,5,4,4,4,4,4,4,4,0,0,1,satisfied
77542,Male,Loyal Customer,Business travel,Business,24,0,1,1,0,1,986,1,1,1,1,4,4,4,4,4,2,4,3,5,4,0,6,1,satisfied
26838,Female,disloyal Customer,Business travel,Eco,22,1,0,1,1,0,224,5,1,5,2,2,5,2,2,1,5,1,5,1,2,0,0,1,satisfied
66762,Male,Loyal Customer,Personal Travel,Eco,51,0,1,0,1,0,802,3,5,3,3,1,3,1,1,2,2,5,2,1,1,73,49,0,dissatisfied
91085,Male,Loyal Customer,Personal Travel,Eco,38,0,1,0,1,0,271,2,2,2,3,5,2,5,5,3,3,3,1,3,5,17,11,0,dissatisfied
62283,Male,Loyal Customer,Business travel,Business,54,0,1,1,0,1,2366,3,3,3,3,3,4,4,4,4,4,4,3,4,5,0,0,1,satisfied
9236,Male,Loyal Customer,Business travel,Business,43,0,1,1,0,1,3114,4,4,4,4,2,1,3,5,5,5,3,4,5,3,0,0,1,satisfied
87650,Female,Loyal Customer,Business travel,Business,47,1,1,1,0,1,606,1,1,1,1,2,4,5,4,4,4,4,4,4,5,2,8,1,satisfied
16885,Male,Loyal Customer,Business travel,Business,22,0,1,1,0,1,708,2,2,2,2,5,5,5,5,2,2,5,4,3,5,0,0,1,satisfied
98069,Female,Loyal Customer,Business travel,Eco,43,1,1,1,1,0,1449,2,1,1,1,5,3,4,2,2,2,2,3,2,4,0,6,0,dissatisfied
33154,Male,Loyal Customer,Personal Travel,Eco,64,0,1,0,1,0,163,3,5,3,2,2,3,2,2,4,4,4,3,4,2,0,9,0,dissatisfied
33902,Female,Loyal Customer,Personal Travel,Eco,63,1,1,0,1,0,1226,3,4,3,3,3,3,3,1,1,3,3,4,1,1,18,0,0,dissatisfied
121976,Male,Loyal Customer,Business travel,Business,57,0,1,1,0,1,2880,2,2,2,2,5,5,5,5,5,5,5,4,5,5,15,23,1,satisfied
11880,Male,Loyal Customer,Personal Travel,Eco,9,0,1,0,1,0,912,2,5,2,3,2,1,2,5,3,5,5,2,3,2,181,170,0,dissatisfied
70826,Male,Loyal Customer,Personal Travel,Eco Plus,9,0,1,0,0,0,624,3,4,3,3,1,3,5,1,5,4,4,1,1,1,0,0,0,dissatisfied
92037,Male,Loyal Customer,Business travel,Business,19,0,1,1,0,1,1589,4,4,4,4,5,5,5,5,3,2,5,4,4,5,0,0,1,satisfied
34324,Male,Loyal Customer,Personal Travel,Eco,50,0,1,0,1,0,2454,2,4,2,5,2,2,2,2,5,3,4,3,4,2,21,0,0,dissatisfied
103837,Male,disloyal Customer,Business travel,Eco,36,0,0,1,1,0,882,3,3,3,4,4,3,4,4,2,2,4,3,4,4,0,0,0,dissatisfied
101325,Female,Loyal Customer,Personal Travel,Eco,22,1,1,0,1,0,986,4,5,4,3,5,4,5,5,4,4,5,3,4,5,8,5,0,dissatisfied
92972,Female,Loyal Customer,Personal Travel,Business,52,1,1,0,0,1,738,2,5,2,4,3,4,4,1,1,2,1,5,1,3,0,0,0,dissatisfied
46060,Female,Loyal Customer,Business travel,Eco Plus,49,1,1,1,0,0,964,5,3,1,1,5,1,1,5,5,5,5,2,5,3,0,1,1,satisfied
82781,Male,Loyal Customer,Business travel,Business,40,0,1,1,0,1,1988,1,1,1,1,2,4,5,5,5,5,5,3,5,3,22,7,1,satisfied
9441,Female,Loyal Customer,Business travel,Eco,34,1,1,1,1,0,299,2,2,2,2,2,2,2,2,3,4,3,2,2,2,0,8,0,dissatisfied
29201,Female,Loyal Customer,Personal Travel,Eco Plus,51,1,1,0,0,0,679,2,2,2,4,2,3,4,1,1,2,1,2,1,3,0,0,0,dissatisfied
6324,Female,Loyal Customer,Business travel,Business,49,1,1,1,0,1,296,3,3,4,3,2,5,5,4,4,4,4,5,4,3,12,19,1,satisfied
57681,Female,Loyal Customer,Business travel,Business,53,1,1,1,0,1,1769,3,3,3,3,4,4,4,5,5,5,5,3,5,3,3,0,1,satisfied
87467,Male,disloyal Customer,Business travel,Business,26,0,0,1,0,1,321,1,4,1,4,3,1,3,3,5,2,4,4,4,3,0,5,0,dissatisfied
11191,Male,Loyal Customer,Personal Travel,Eco,55,0,1,0,1,0,312,1,4,1,4,3,1,3,3,3,2,5,4,4,3,106,101,0,dissatisfied
127356,Female,Loyal Customer,Personal Travel,Eco,66,1,1,0,1,0,507,2,4,2,3,2,4,5,2,2,2,2,3,2,5,0,0,0,dissatisfied
46169,Male,Loyal Customer,Personal Travel,Eco,67,0,1,0,1,0,604,2,4,2,2,3,2,3,3,3,4,5,5,5,3,17,17,0,dissatisfied
75056,Male,Loyal Customer,Personal Travel,Eco,18,0,1,0,1,0,1592,1,4,1,2,1,1,1,1,3,4,4,5,5,1,0,0,0,dissatisfied
67543,Male,Loyal Customer,Personal Travel,Business,41,0,1,0,0,1,1205,2,4,2,4,3,2,3,2,2,2,2,2,2,1,10,14,0,dissatisfied
35512,Male,Loyal Customer,Personal Travel,Eco,38,0,1,0,1,0,1076,1,3,1,3,2,1,4,2,2,4,3,1,4,2,4,24,0,dissatisfied
94784,Male,Loyal Customer,Business travel,Eco,41,0,1,1,1,0,239,1,2,2,2,1,1,1,1,4,2,4,3,3,1,54,51,0,dissatisfied
47370,Female,Loyal Customer,Business travel,Eco,18,1,1,1,1,0,574,4,5,5,5,4,4,2,4,4,4,3,1,4,4,0,0,0,dissatisfied
54809,Male,Loyal Customer,Business travel,Eco,51,0,1,1,1,0,641,5,5,5,5,4,5,4,4,5,5,3,4,1,4,0,0,1,satisfied
116069,Female,Loyal Customer,Personal Travel,Eco,14,1,1,0,1,0,308,4,5,4,3,4,4,5,4,4,5,4,3,4,4,55,52,0,dissatisfied
2896,Male,Loyal Customer,Personal Travel,Eco,12,0,1,0,1,0,409,2,5,3,2,2,3,2,2,3,3,4,3,4,2,10,25,0,dissatisfied
68221,Female,disloyal Customer,Business travel,Business,28,1,0,1,0,1,631,5,5,5,2,5,5,5,5,3,4,5,4,4,5,0,0,1,satisfied
25187,Male,Loyal Customer,Business travel,Business,34,0,1,1,0,1,577,3,4,4,4,5,4,4,3,3,2,3,1,3,3,27,18,0,dissatisfied
109848,Female,Loyal Customer,Business travel,Business,57,1,1,1,0,1,1101,2,2,2,2,2,4,5,4,4,4,4,3,4,4,0,0,1,satisfied
21661,Male,disloyal Customer,Business travel,Eco,30,0,0,1,1,0,746,4,4,4,2,1,4,1,1,2,5,5,1,2,1,11,5,0,dissatisfied
53996,Male,Loyal Customer,Personal Travel,Eco,36,0,1,0,1,0,1825,1,1,1,4,4,1,4,4,2,5,2,4,4,4,4,12,0,dissatisfied
94559,Female,disloyal Customer,Business travel,Eco,22,1,0,1,1,0,239,3,1,3,3,2,3,2,2,3,5,3,4,2,2,48,41,0,dissatisfied
113194,Male,disloyal Customer,Business travel,Business,37,0,0,1,0,1,197,5,5,5,5,4,5,4,4,5,4,4,3,5,4,10,8,1,satisfied
67201,Female,disloyal Customer,Personal Travel,Eco,43,1,0,0,1,0,929,4,5,5,1,5,5,5,5,4,3,4,5,4,5,0,3,0,dissatisfied
20819,Female,Loyal Customer,Business travel,Business,31,1,1,1,0,1,534,5,5,5,5,4,4,4,4,3,3,5,5,3,4,0,0,1,satisfied
26354,Male,Loyal Customer,Business travel,Business,53,0,1,1,0,1,3435,1,1,1,1,2,4,5,4,4,5,4,5,4,3,13,2,1,satisfied
48202,Female,disloyal Customer,Business travel,Eco,20,1,0,1,1,0,236,2,2,2,1,2,2,2,2,3,1,2,2,1,2,0,40,0,dissatisfied
73389,Female,Loyal Customer,Business travel,Business,49,1,1,1,0,1,1005,3,3,2,3,5,4,4,3,3,4,3,3,3,4,0,0,1,satisfied
111396,Female,Loyal Customer,Personal Travel,Eco,7,1,1,0,1,0,1180,4,4,4,2,3,4,3,3,4,2,4,5,5,3,0,0,1,satisfied
517,Male,Loyal Customer,Business travel,Business,50,0,1,1,0,1,1935,1,1,1,4,5,5,4,4,4,4,4,3,4,5,0,0,1,satisfied
53633,Female,Loyal Customer,Personal Travel,Eco,22,1,1,0,1,0,1874,2,2,2,3,4,2,4,4,4,2,4,3,4,4,17,0,0,dissatisfied
45175,Female,Loyal Customer,Personal Travel,Eco,17,1,1,0,1,0,130,4,4,4,3,1,4,1,1,2,5,4,3,4,1,0,3,0,dissatisfied
118671,Female,disloyal Customer,Business travel,Eco,20,1,0,1,1,0,370,4,2,4,3,2,4,2,2,3,4,4,1,3,2,23,19,0,dissatisfied
111388,Female,Loyal Customer,Business travel,Business,34,1,1,1,0,1,2077,3,3,3,3,1,4,1,4,4,4,4,5,4,1,8,54,1,satisfied
73539,Male,disloyal Customer,Business travel,Eco,19,0,0,1,1,0,594,2,1,3,3,4,3,4,4,4,4,4,2,4,4,14,12,0,dissatisfied
94581,Female,Loyal Customer,Business travel,Business,43,1,1,1,0,1,1590,4,4,5,4,2,5,5,4,4,4,4,5,4,3,1,0,1,satisfied
66776,Female,disloyal Customer,Business travel,Eco,17,1,0,1,1,0,802,2,2,2,2,1,2,1,1,5,5,5,4,5,1,0,0,0,dissatisfied
34202,Male,Loyal Customer,Personal Travel,Eco,63,0,1,0,1,0,1129,3,4,3,3,4,3,4,4,4,3,4,3,4,4,3,4,0,dissatisfied
13171,Male,Loyal Customer,Personal Travel,Eco Plus,53,0,1,0,0,0,427,3,5,3,1,3,3,3,3,4,3,1,3,4,3,20,22,0,dissatisfied
25553,Male,Loyal Customer,Personal Travel,Eco Plus,44,0,1,0,0,0,547,2,3,2,4,3,2,3,3,1,4,4,4,3,3,6,16,0,dissatisfied
2692,Female,Loyal Customer,Business travel,Business,60,1,1,1,0,1,562,1,1,1,1,5,4,5,5,5,5,5,4,5,5,79,89,1,satisfied
91846,Female,Loyal Customer,Business travel,Business,57,1,1,1,0,1,1797,2,2,3,2,5,3,4,3,3,3,3,3,3,5,7,0,1,satisfied
28347,Female,Loyal Customer,Personal Travel,Eco,64,1,1,0,1,0,867,1,1,1,3,1,4,4,2,2,1,2,1,2,2,0,0,0,dissatisfied
46929,Female,disloyal Customer,Business travel,Eco,37,1,0,1,1,0,444,2,1,2,3,5,2,5,5,2,3,4,4,3,5,12,0,0,dissatisfied
107038,Female,Loyal Customer,Business travel,Business,60,1,1,1,0,1,395,3,3,3,3,3,4,3,3,3,3,3,4,3,4,0,0,0,dissatisfied
113152,Male,disloyal Customer,Business travel,Eco,16,0,0,1,1,0,889,3,3,3,3,1,3,1,1,1,5,4,1,4,1,6,5,0,dissatisfied
54385,Male,disloyal Customer,Business travel,Eco,27,0,0,1,1,0,305,4,1,4,1,3,4,3,3,1,5,3,4,5,3,0,0,1,satisfied
9079,Male,Loyal Customer,Personal Travel,Eco,64,0,1,0,1,0,173,3,2,3,3,4,3,4,4,2,2,3,1,2,4,9,6,0,dissatisfied
9142,Male,Loyal Customer,Business travel,Business,51,0,1,1,0,1,2925,1,1,1,4,2,4,4,5,5,3,3,3,5,3,0,10,1,satisfied
